car_name,Kms_driven,fuel_type,Transmission,Ownership,Manufacture,Engine_cc,Seats,car_prices_in_rupee,Price_in_rupees
Hyundai i20 1.2 Magna Opt,84557,Petrol,Manual,1,2011,1997,7,2.43 Lakh,243000
Maruti Ciaz VDi Option SHVS,96528,Diesel,Manual,1,2017,999,5,5.36 Lakh,536000
Mahindra XUV500 W10 1.99 mHawk,44081,Diesel,Manual,1,2017,1248,5,11.24 Lakh,1124000
Renault Kiger RXT AMT,6494,Petrol,Automatic,1,2021,998,5,7.75 Lakh,775000
Maruti Swift VDI BSIV,118631,Diesel,Manual,1,2014,1198,5,3.40 Lakh,340000
Maruti Alto K10 VXI,47133,Petrol,Manual,1,2018,1197,5,3.51 Lakh,351000
Honda Amaze S i-VTEC,94025,Petrol,Manual,1,2017,998,5,4.56 Lakh,456000
Hyundai i20 Magna 1.2,68841,Petrol,Manual,1,2016,1582,5,5.02 Lakh,502000
Hyundai Venue SX Plus Turbo DCT BSIV,31952,Petrol,Automatic,1,2019,998,5,10.46 Lakh,1046000
Hyundai Creta 1.6 CRDi SX,66518,Diesel,Manual,2,2019,1582,5,11.30 Lakh,1130000
Hyundai Venue SX Plus Turbo DCT BSIV,26684,Petrol,Automatic,2,2019,1199,5,10.53 Lakh,1053000
Hyundai Creta 1.6 CRDi SX,38280,Diesel,Manual,1,2015,1197,5,7.90 Lakh,790000
Tata Tiago 1.2 Revotron XZ,96392,Petrol,Manual,1,2017,2179,7,3.77 Lakh,377000
Maruti Swift Dzire 1.2 ZXi BSIV,92613,Petrol,Manual,1,2011,1498,5,2.86 Lakh,286000
Mahindra Scorpio S7 120,40011,Diesel,Manual,1,2018,1396,5,11.78 Lakh,1178000
Honda City i DTEC VX,98772,Diesel,Manual,2,2015,1248,5,5.33 Lakh,533000
Hyundai i20 Asta 1.4 CRDi,38931,Diesel,Manual,1,2013,1396,5,3.50 Lakh,350000
Maruti Swift LDI BSIV,82392,Diesel,Manual,1,2017,2179,7,4.27 Lakh,427000
Hyundai i20 1.4 Asta,96805,Diesel,Manual,1,2017,998,5,5.72 Lakh,572000
Mahindra Scorpio S5 BSIV,68307,Diesel,Manual,1,2018,1197,5,9.98 Lakh,998000
Maruti Wagon R LXI BS IV,30404,Petrol,Manual,1,2016,1248,5,3.75 Lakh,375000
Maruti Baleno 1.2 Alpha,36438,Petrol,Manual,2,2018,2179,7,6.30 Lakh,630000
Maruti Swift VDI BSIV,115206,Diesel,Manual,1,2015,1451,5,3.76 Lakh,376000
Mahindra XUV500 W6 2WD,104537,Diesel,Manual,1,2015,1995,5,6.23 Lakh,623000
MG Hector Sharp DCT,29827,Petrol,Automatic,2,2019,1968,5,16.13 Lakh,1613000
BMW 3 Series Luxury Edition,9200,Diesel,Automatic,1,2020,2755,7,44.50 Lakh,4450000
Audi Q3 35 TDI Quattro Premium Plus,39356,Diesel,Automatic,1,2015,3198,7,17.50 Lakh,1750000
Toyota Innova Crysta 2.8 GX AT BSIV,55000,Diesel,Automatic,1,2017,2755,7,15.75 Lakh,1575000
Ford Endeavour 3.2 Titanium AT 4X4,80000,Diesel,Automatic,1,2018,2987,5,28.75 Lakh,2875000
Toyota Innova Crysta 2.8 GX AT BSIV,55000,Diesel,Automatic,1,2019,1248,5,19.45 Lakh,1945000
Mercedes-Benz S-Class S 350 CDI,18000,Diesel,Automatic,1,2017,1497,5,71.50 Lakh,7150000
Maruti Vitara Brezza VDi AMT,43000,Diesel,Automatic,1,2018,814,5,7.50 Lakh,750000
Hyundai Creta EX,1000,Petrol,Manual,1,2021,2143,5,12.73 Lakh,1273000
Hyundai EON Era Plus,67885,Petrol,Manual,1,2013,998,5,2.30 Lakh,230000
Mercedes-Benz C-Class 220 CDI AT,40000,Diesel,Automatic,1,2013,1396,5,13.75 Lakh,1375000
Hyundai EON 1.0 Era Plus,48421,Petrol,Manual,1,2013,1197,5,2.30 Lakh,230000
Hyundai i20 Active 1.4 S,110000,Diesel,Manual,1,2018,1582,5,6.50 Lakh,650000
Maruti Swift Dzire VXI,49000,Petrol,Manual,1,2014,1498,5,4.25 Lakh,425000
Hyundai Verna 1.6 SX,75000,Diesel,Manual,1,2013,1150,5,4.50 Lakh,450000
Ford Ecosport 1.5 DV5 MT Titanium,71000,Diesel,Manual,1,2014,1968,5,4.10 Lakh,410000
Chevrolet Aveo U-VA 1.2,78000,Petrol,Manual,2,2009,1248,7,"90,000",90000
Audi A6 35 TDI,68000,Diesel,Automatic,1,2016,1198,5,24.50 Lakh,2450000
Maruti Ertiga ZDI,94944,Diesel,Manual,1,2015,1493,5,5.18 Lakh,518000
Honda Amaze S Option i-VTEC,6357,Petrol,Manual,1,2017,1497,5,4.71 Lakh,471000
Hyundai Venue SX Opt Executive Diesel,24237,Diesel,Manual,1,2022,1199,5,10.24 Lakh,1024000
Kia Seltos HTX IVT G,28000,Petrol,Automatic,1,2021,2755,7,16.50 Lakh,1650000
Honda Amaze E Petrol,10282,Petrol,Manual,1,2020,2982,7,5.89 Lakh,589000
Toyota Innova Crysta 2.8 ZX AT BSIV,111337,Diesel,Automatic,1,2018,1995,5,17.10 Lakh,1710000
Toyota Fortuner 4x2 Manual,127429,Diesel,Manual,1,2014,1461,5,12.62 Lakh,1262000
BMW 5 Series 520d Sport Line,55000,Diesel,Automatic,2,2018,1197,5,40.50 Lakh,4050000
Nissan Sunny Diesel XL,61034,Diesel,Manual,2,2015,1120,5,3.39 Lakh,339000
Maruti Swift AMT ZXI,76036,Petrol,Automatic,2,2018,1968,5,5.64 Lakh,564000
Hyundai Grand i10 CRDi Sportz,65000,Diesel,Manual,2,2014,1396,5,2.75 Lakh,275000
Audi Q5 30 TDI quattro Premium,80000,Diesel,Automatic,3,2015,2755,7,14.75 Lakh,1475000
Hyundai Venue SX Opt Diesel BSIV,64104,Diesel,Manual,1,2019,1582,5,9.82 Lakh,982000
Toyota Innova Crysta 2.8 GX AT BSIV,116378,Diesel,Automatic,1,2018,998,5,15.76 Lakh,1576000
Hyundai Verna 1.6 CRDi SX,42234,Diesel,Manual,2,2016,2179,7,5.60 Lakh,560000
Hyundai Venue SX Opt iMT,10000,Petrol,Manual,1,2021,1197,5,11.50 Lakh,1150000
Mahindra XUV500 W6 2WD,49812,Diesel,Manual,2,2013,1198,5,4.44 Lakh,444000
Maruti Ignis Sigma,2294,Petrol,Manual,1,2022,2967,5,5.02 Lakh,502000
Skoda Fabia 1.2 MPI Ambiente,94679,Petrol,Manual,5,2010,1248,5,1.17 Lakh,117000
Audi Q5 3.0 TDI Quattro Technology,35000,Diesel,Automatic,1,2015,998,5,21 Lakh,2100000
Maruti Ciaz ZDi,57122,Diesel,Manual,1,2014,1186,5,4.76 Lakh,476000
Maruti Wagon R VXI BS IV,25122,Petrol,Manual,1,2017,1582,5,3.32 Lakh,332000
Hyundai Grand i10 1.2 CRDi Magna,60000,Diesel,Manual,2,2017,1197,5,3.50 Lakh,350000
Hyundai Creta 1.6 SX Automatic Diesel,36000,Diesel,Automatic,2,2020,1396,5,14.25 Lakh,1425000
Maruti Baleno Delta,38736,Petrol,Manual,1,2020,2694,7,6.31 Lakh,631000
Hyundai i20 Asta 1.4 CRDi,130432,Diesel,Manual,1,2014,1798,5,3.81 Lakh,381000
Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,2967,5,31 Lakh,3100000
Audi A6 35 TFSI Matrix,30000,Petrol,Automatic,1,2018,1086,5,36.75 Lakh,3675000
Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,2179,7,9.95 Lakh,995000
Hyundai i10 Magna 1.1L,38000,Petrol,Manual,1,2011,1197,5,2.25 Lakh,225000
Mahindra XUV500 R W10 FWD,65000,Diesel,Manual,1,2015,2179,7,8.90 Lakh,890000
Maruti Swift Dzire VXI 1.2 BS IV,65000,Petrol,Manual,1,2019,1368,5,6.50 Lakh,650000
Mahindra Scorpio S5,12001,Diesel,Manual,1,2022,1991,5,15.85 Lakh,1585000
Jeep Compass 1.4 Sport Plus BSIV,23000,Petrol,Manual,1,2019,2967,7,13.75 Lakh,1375000
Mercedes-Benz E-Class Expression E 200 BSIV,65000,Petrol,Automatic,1,2018,1198,5,44 Lakh,4400000
Audi Q7 45 TDI Quattro Premium Plus,43000,Diesel,Automatic,2,2014,1969,5,18.75 Lakh,1875000
Honda Brio S MT,25000,Petrol,Manual,1,2012,1995,4,2.65 Lakh,265000
Volvo XC60 Inscription D5,7500,Diesel,Automatic,1,2020,1198,6,60 Lakh,6000000
BMW 6 Series GT 620d Luxury Line 2019-2021,50000,Diesel,Automatic,1,2020,2359,5,60.50 Lakh,6050000
Mahindra KUV 100 NXT G80 K8 Dual Tone,36000,Petrol,Manual,1,2017,1968,5,4.35 Lakh,435000
Hyundai Sonata 2.4 GDi MT,86000,Petrol,Manual,1,2012,2987,7,4.75 Lakh,475000
Audi Q3 2.0 TDI Quattro Premium Plus,56500,Diesel,Automatic,1,2014,1196,5,13 Lakh,1300000
Mercedes-Benz GLS 350d 4MATIC,70000,Diesel,Automatic,2,2016,1582,5,52 Lakh,5200000
Ford Figo Petrol ZXI,68000,Petrol,Manual,1,2013,1950,5,2.65 Lakh,265000
Hyundai Verna CRDi 1.6 AT SX Plus,63500,Diesel,Automatic,1,2017,1991,5,10 Lakh,1000000
Mercedes-Benz C-Class Progressive C 220d,26500,Diesel,Automatic,1,2019,1995,5,41 Lakh,4100000
Mercedes-Benz GLC 200,15000,Petrol,Automatic,1,2021,1498,5,61 Lakh,6100000
BMW X1 xDrive 20d xLine,38500,Diesel,Automatic,1,2018,1493,5,28.50 Lakh,2850000
Honda Amaze VX CVT Diesel,44500,Diesel,Automatic,1,2019,2494,5,9.25 Lakh,925000
Hyundai i20 Sportz Diesel,15500,Diesel,Manual,1,2022,2755,7,9.75 Lakh,975000
Toyota Camry 2.5 Hybrid,47000,Petrol,Automatic,1,2017,2993,5,23.50 Lakh,2350000
Toyota Fortuner 2.8 2WD AT BSIV,12000,Diesel,Automatic,1,2018,1995,5,33.50 Lakh,3350000
BMW X5 xDrive 30d xLine,20500,Diesel,Automatic,1,2022,2143,5,1 Crore,10000000
BMW 3 Series 320d GT Luxury Line,64593,Diesel,Automatic,3,2014,1197,5,18.50 Lakh,1850000
Mercedes-Benz GLE 250d,64000,Diesel,Automatic,1,2016,2143,5,36.50 Lakh,3650000
Toyota Glanza G,70000,Petrol,Manual,1,2021,2755,7,7 Lakh,700000
Mercedes-Benz E-Class E250 CDI Avantgarde,63203,Diesel,Automatic,2,2015,1997,5,22 Lakh,2200000
Toyota Fortuner 2.8 2WD AT,60500,Diesel,Automatic,1,2017,799,5,29 Lakh,2900000
Jaguar F-Pace 2.0 R-Dynamic S Diesel,9900,Diesel,Automatic,1,2021,998,5,74 Lakh,7400000
Renault KWID RXL,25000,Petrol,Manual,1,2016,4367,5,2.85 Lakh,285000
Maruti Wagon R CNG LXI BSIV,65000,Cng,Manual,2,2011,1248,7,1.91 Lakh,191000
Land Rover Range Rover 4.4 Diesel LWB Autobiography,68500,Diesel,Automatic,1,2019,1497,5,1.90 Crore,19000000
Maruti Ertiga ZDI,43000,Diesel,Manual,2,2014,1396,5,6 Lakh,600000
Honda City i VTEC VX,70000,Petrol,Manual,1,2015,1998,5,5.90 Lakh,590000
Hyundai i20 Sportz 1.4 CRDi,150000,Diesel,Manual,3,2013,796,5,2.75 Lakh,275000
BMW X4 xDrive30i M Sport Silver Shadow Edition,7600,Petrol,Automatic,1,2022,1582,5,74.50 Lakh,7450000
Maruti Alto 800 LXI,31458,Petrol,Manual,1,2021,998,5,3.07 Lakh,307000
Hyundai Elantra CRDi S,70372,Diesel,Manual,1,2013,2998,7,5.25 Lakh,525000
Maruti Wagon R LXI CNG,129325,Cng,Manual,1,2012,1497,5,1.90 Lakh,190000
BMW X7 xDrive 40i,39000,Petrol,Automatic,1,2019,2694,7,1.15 Crore,11500000
Honda City V MT,17000,Petrol,Manual,1,2021,2143,5,10.15 Lakh,1015000
Toyota Fortuner 2.7 2WD AT,20000,Petrol,Automatic,1,2020,2987,5,35 Lakh,3500000
Mercedes-Benz B Class B180 CDI,57000,Diesel,Automatic,3,2013,1498,5,7.65 Lakh,765000
Mercedes-Benz S-Class S 350 CDI,40000,Diesel,Automatic,1,2015,1196,5,51 Lakh,5100000
Ford Ecosport 1.5 Diesel Titanium,46000,Diesel,Manual,1,2020,624,4,9.50 Lakh,950000
Maruti Eeco CNG 5 Seater AC BSIV,18000,Cng,Manual,1,2019,2487,5,5 Lakh,500000
Tata Nano Twist XT,59290,Petrol,Manual,4,2015,1196,5,"85,671",85671
Toyota Camry Hybrid 2.5,20000,Petrol,Automatic,1,2019,1198,5,40.90 Lakh,4090000
Maruti Eeco 5 Seater AC BSIV,18000,Petrol,Manual,1,2012,1198,5,2.10 Lakh,210000
Nissan Micra Active XV,56000,Petrol,Manual,1,2018,1995,5,3.55 Lakh,355000
Volkswagen Ameo 1.2 MPI Highline,66000,Petrol,Manual,2,2016,1461,5,4.55 Lakh,455000
BMW 5 Series 520d Luxury Line,43000,Diesel,Automatic,1,2019,2993,5,46 Lakh,4600000
Nissan Terrano XL 85 PS,67000,Diesel,Manual,1,2014,1493,7,4.25 Lakh,425000
BMW X6 xDrive 40d M Sport,75000,Diesel,Automatic,2,2015,998,5,37.90 Lakh,3790000
Mahindra TUV 300 mHAWK100 T8,47000,Diesel,Manual,1,2017,1968,5,6.45 Lakh,645000
Hyundai Venue SX Sport iMT,8800,Petrol,Manual,1,2021,1197,5,10.75 Lakh,1075000
Audi Q5 2.0 TDI Premium Plus,94002,Diesel,Automatic,2,2014,1797,5,16 Lakh,1600000
Maruti Ignis Sigma,12000,Petrol,Manual,1,2021,1956,5,5.25 Lakh,525000
Hyundai Elantra SX AT,75000,Petrol,Automatic,1,2015,2143,5,7.65 Lakh,765000
Jeep Compass 2.0 Sport Plus BSIV,62000,Diesel,Manual,1,2019,2993,5,15.75 Lakh,1575000
Mercedes-Benz C-Class C 220 CDI Avantgarde,90004,Diesel,Automatic,3,2014,1997,7,11.90 Lakh,1190000
BMW X5 xDrive 30d M Sport,83005,Diesel,Automatic,2,2014,2143,5,29 Lakh,2900000
Mahindra XUV500 W10 1.99 mHawk,47000,Diesel,Manual,1,2018,2494,7,10.95 Lakh,1095000
Mercedes-Benz GLE 250d,49000,Diesel,Automatic,1,2017,1498,5,44 Lakh,4400000
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,70000,Diesel,Manual,1,2015,1498,5,12 Lakh,1200000
Ford Ecosport 1.5 Diesel Titanium,62500,Diesel,Manual,1,2015,1950,5,4.75 Lakh,475000
Ford Ecosport 1.5 Diesel Titanium,49036,Diesel,Manual,1,2017,1595,5,7.25 Lakh,725000
Mercedes-Benz E-Class Expression E 220 d BSIV,17000,Diesel,Automatic,1,2020,1197,5,58 Lakh,5800000
Mercedes-Benz B Class B180 Sports,67000,Petrol,Automatic,2,2013,1950,5,12.90 Lakh,1290000
Maruti Swift ZXI BSIV,39889,Petrol,Manual,2,2017,2967,4,4.41 Lakh,441000
Mercedes-Benz E-Class Exclusive E 220d,2000,Diesel,Automatic,1,2022,1498,5,76.25 Lakh,7625000
Audi A8 L 50 TDI Quattro Premium Plus,81250,Diesel,Automatic,1,2015,1995,5,42 Lakh,4200000
Ford Ecosport 1.5 Diesel Titanium Plus,43000,Diesel,Manual,1,2016,1196,5,5.25 Lakh,525000
BMW X3 xDrive 20d Luxury Line,19000,Diesel,Automatic,1,2021,1498,5,60 Lakh,6000000
Ford Figo 1.2P Titanium Plus MT,29000,Petrol,Manual,2,2016,2993,4,3.95 Lakh,395000
MG Astor Sharp CVT,2400,Petrol,Automatic,1,2022,1796,5,17.25 Lakh,1725000
Jaguar XJ 3.0L LWB Ultimate,79004,Diesel,Automatic,2,2012,1798,5,22.90 Lakh,2290000
Mercedes-Benz C-Class C 200 CGI Grand Edition,28000,Petrol,Automatic,1,2018,2143,5,36.50 Lakh,3650000
Toyota Corolla Altis VL AT,99300,Petrol,Automatic,2,2015,4367,5,8.75 Lakh,875000
Mercedes-Benz M-Class ML 250 CDI,80000,Diesel,Automatic,2,2014,2993,4,21.90 Lakh,2190000
Land Rover Range Rover Vogue SE 4.4 SDV8,87002,Diesel,Automatic,2,2013,1968,5,35.25 Lakh,3525000
BMW 7 Series 730Ld DPE Signature,19000,Diesel,Automatic,1,2021,1968,5,1.30 Crore,13000000
Audi Q5 2.0 TDI Premium Plus,94002,Diesel,Automatic,2,2013,4367,5,14.25 Lakh,1425000
Audi A6 2.0 TDI Premium Plus,82005,Diesel,Automatic,2,2013,1796,5,14.25 Lakh,1425000
Land Rover Range Rover Vogue SE 4.4 SDV8,95004,Diesel,Automatic,1,2013,1998,5,39.75 Lakh,3975000
Mercedes-Benz C-Class C 200 CGI Grand Edition,25000,Petrol,Automatic,1,2018,1498,5,36.50 Lakh,3650000
BMW X1 sDrive20i xLine,68753,Petrol,Automatic,2,2019,1582,5,28.10 Lakh,2810000
Ford Ecosport 1.5 DV5 MT Titanium,62500,Diesel,Manual,1,2015,1950,5,4.75 Lakh,475000
Hyundai Creta 1.6 CRDi AT S Plus,85000,Diesel,Automatic,1,2017,1498,5,8.95 Lakh,895000
Mercedes-Benz C-Class Progressive C 200,12000,Petrol,Automatic,1,2021,1248,5,49.90 Lakh,4990000
Honda WR-V i-DTEC VX,58000,Diesel,Manual,1,2017,1248,5,6.99 Lakh,699000
Maruti Baleno 1.3 Zeta,55500,Diesel,Manual,1,2018,1950,5,6.20 Lakh,620000
Maruti Baleno 1.3 Zeta,54000,Diesel,Manual,1,2018,1956,5,6.25 Lakh,625000
Mercedes-Benz C-Class Progressive C 200,12000,Petrol,Automatic,1,2021,1956,5,47.90 Lakh,4790000
Tata Harrier XM,32500,Diesel,Manual,1,2019,1086,5,12.50 Lakh,1250000
Tata Harrier XM,33500,Diesel,Manual,1,2019,1997,5,12.60 Lakh,1260000
Hyundai i10 Era 1.1 iTech SE,60000,Petrol,Manual,1,2012,2523,7,2.21 Lakh,221000
Land Rover Range Rover Velar R-Dynamic S Petrol MY21,38000,Petrol,Automatic,1,2020,1248,5,85 Lakh,8500000
Mahindra Bolero SLX 2WD BSIII,120000,Diesel,Manual,1,2015,998,5,4.50 Lakh,450000
Maruti Vitara Brezza LDi Option,64000,Diesel,Manual,1,2017,1996,7,6.35 Lakh,635000
Maruti Wagon R CNG LXI BSIV,59000,Cng,Manual,1,2017,1451,5,4 Lakh,400000
MG Gloster Savvy 7-Str,11000,Diesel,Automatic,2,2021,999,5,39.65 Lakh,3965000
MG Hector Sharp DCT,12023,Petrol,Automatic,1,2021,1969,5,18 Lakh,1800000
Renault KWID Climber 1.0 AMT BSIV,30000,Petrol,Automatic,1,2019,0,5,4.70 Lakh,470000
Volvo S90 D4 Inscription BSIV,20000,Diesel,Automatic,1,2018,1950,5,44.75 Lakh,4475000
MG ZS EV Exclusive,38000,Electric,Automatic,1,2020,1998,5,21.10 Lakh,2110000
Mercedes-Benz C-Class Progressive C 200,16500,Petrol,Automatic,1,2018,1950,5,36.50 Lakh,3650000
Mini Cooper D,29000,Diesel,Automatic,2,2014,1197,5,18.90 Lakh,1890000
Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1498,5,39 Lakh,3900000
Maruti Swift LXI,37229,Petrol,Manual,1,2020,2993,5,4.83 Lakh,483000
Honda City i DTEC VX,100000,Diesel,Manual,3,2015,2179,7,4.90 Lakh,490000
BMW X5 xDrive 30d,85000,Diesel,Automatic,2,2015,1968,5,29.75 Lakh,2975000
Mahindra XUV500 W6 2WD,90928,Diesel,Manual,1,2013,1498,5,4.31 Lakh,431000
Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1950,5,25.80 Lakh,2580000
Volkswagen Vento 1.5 TDI Highline AT,78000,Diesel,Automatic,1,2015,1373,7,5 Lakh,500000
Mercedes-Benz GLC Coupe 300d 4MATIC,24900,Diesel,Automatic,1,2021,1399,5,71.50 Lakh,7150000
Maruti Ertiga VXI CNG,44000,Cng,Manual,1,2016,1497,5,7.25 Lakh,725000
Ford Figo Diesel Titanium,86483,Diesel,Manual,3,2014,1997,5,1.93 Lakh,193000
Honda City Edge Edition SV,20000,Petrol,Manual,1,2019,1598,5,9 Lakh,900000
Jaguar XF 2.0 Petrol Prestige,7500,Petrol,Automatic,1,2020,2755,7,47 Lakh,4700000
Renault Duster Petrol RxL,49000,Petrol,Manual,2,2017,1462,7,5.75 Lakh,575000
Toyota Innova Crysta 2.8 GX AT BSIV,26000,Diesel,Automatic,1,2018,4461,7,18.75 Lakh,1875000
Maruti Ertiga CNG VXI,65000,Cng,Manual,1,2015,1197,5,6.75 Lakh,675000
Toyota Land Cruiser VX,56000,Diesel,Automatic,1,2018,1248,5,1.58 Crore,15800000
Toyota Glanza G,40252,Petrol,Manual,1,2020,1582,5,6.06 Lakh,606000
Maruti Swift VDI BSIV,97947,Diesel,Manual,2,2014,1197,5,3.23 Lakh,323000
Hyundai Creta 1.6 CRDi AT SX Plus,150715,Diesel,Automatic,1,2015,1968,5,7.16 Lakh,716000
Hyundai i10 Sportz,102820,Petrol,Manual,1,2010,1462,7,1.58 Lakh,158000
Skoda New Laura Ambiente 2.0 TDI CR AT,109403,Diesel,Automatic,3,2012,1993,5,2.53 Lakh,253000
Maruti Ertiga VXI AT,37377,Petrol,Automatic,1,2019,1197,5,8.58 Lakh,858000
Mercedes-Benz C-Class C 220d,4000,Diesel,Automatic,1,2022,1461,5,62 Lakh,6200000
Maruti Swift Dzire VXI,84728,Petrol,Manual,2,2015,1968,5,3.67 Lakh,367000
Renault Duster 85PS Diesel RxE,53548,Diesel,Manual,2,2013,1497,5,3.24 Lakh,324000
Audi A6 2.0 TDI,29397,Diesel,Automatic,1,2014,1197,5,16.19 Lakh,1619000
Honda City i VTEC CVT VX,64000,Petrol,Automatic,1,2016,1997,7,7.75 Lakh,775000
Hyundai Grand i10 Asta,30346,Petrol,Manual,1,2016,1248,5,4.06 Lakh,406000
Mahindra XUV500 W10 1.99 mHawk,42119,Diesel,Manual,1,2017,1396,5,10.63 Lakh,1063000
Maruti Swift Dzire VDI,120450,Diesel,Manual,2,2014,1198,5,3.27 Lakh,327000
Hyundai Creta 1.4 CRDi S,70000,Diesel,Manual,1,2017,1991,4,8.35 Lakh,835000
Honda Amaze S i-Vtech,59534,Petrol,Manual,2,2015,1373,5,4.40 Lakh,440000
Chevrolet Cruze LTZ AT,90000,Diesel,Automatic,2,2016,2494,8,6.50 Lakh,650000
Maruti Ciaz 1.4 Zeta,63001,Petrol,Manual,1,2017,1950,5,7.50 Lakh,750000
Toyota Innova 2.5 VX (Diesel) 8 Seater,153000,Diesel,Manual,1,2014,1197,5,13.50 Lakh,1350000
Mercedes-Benz C-Class Progressive C 220d,65000,Diesel,Automatic,1,2014,1462,6,16 Lakh,1600000
Hyundai Grand i10 Asta Option,60000,Petrol,Manual,2,2015,1968,5,4.60 Lakh,460000
Maruti XL6 Zeta,17000,Petrol,Manual,1,2021,1197,5,11 Lakh,1100000
Audi A4 2.0 TDI,55000,Diesel,Automatic,3,2013,1997,7,13 Lakh,1300000
Hyundai i20 Petrol Asta Option,24000,Petrol,Manual,1,2019,1298,5,7.90 Lakh,790000
Mahindra XUV500 W10 1.99 mHawk,102000,Diesel,Manual,1,2016,1199,5,12 Lakh,1200000
Maruti Swift 1.3 VXi,40000,Petrol,Manual,1,2010,999,7,3.20 Lakh,320000
Tata Tiago 1.2 Revotron XM,92195,Petrol,Manual,1,2016,1598,5,3.05 Lakh,305000
Renault Triber RXL EASY-R AMT,13780,Petrol,Automatic,1,2020,1798,5,6.65 Lakh,665000
Skoda Rapid 1.6 MPI AT Ambition BSIV,24700,Petrol,Automatic,1,2019,1199,5,9.75 Lakh,975000
Skoda Octavia 1.8 TSI AT Style,41000,Petrol,Automatic,1,2019,1582,5,19.50 Lakh,1950000
Honda Jazz V CVT,18000,Petrol,Automatic,2,2017,1373,5,6.80 Lakh,680000
Hyundai Creta 1.6 CRDi AT SX Plus,7000,Diesel,Automatic,1,2016,1248,5,12.25 Lakh,1225000
Maruti Ciaz 1.4 AT Alpha,39600,Petrol,Automatic,1,2018,1197,5,9.50 Lakh,950000
Maruti Swift VDI BSIV,39500,Diesel,Manual,1,2018,2755,7,6.90 Lakh,690000
Maruti Swift Dzire AMT ZXI Plus,11800,Petrol,Automatic,1,2020,1969,5,8.75 Lakh,875000
Toyota Fortuner 2.8 2WD MT BSIV,77000,Diesel,Manual,2,2017,2982,7,28.05 Lakh,2805000
Volvo S60 D4 KINETIC,99000,Diesel,Automatic,1,2017,1497,5,16.80 Lakh,1680000
Toyota Fortuner 4x2 Manual,177000,Diesel,Manual,1,2014,1497,5,16.10 Lakh,1610000
Kia Seltos HTX G,43000,Petrol,Manual,1,2019,1995,5,13.90 Lakh,1390000
Mahindra XUV300 W8 Diesel BSIV,40000,Diesel,Manual,1,2019,1968,5,12.60 Lakh,1260000
BMW X1 sDrive 20d xLine,65000,Diesel,Automatic,1,2019,1248,5,32.50 Lakh,3250000
Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1497,7,25.80 Lakh,2580000
Maruti Vitara Brezza ZDi,48000,Diesel,Manual,1,2018,1582,5,9.80 Lakh,980000
Mahindra Marazzo M2 BSIV,77000,Diesel,Manual,1,2019,1493,7,10.25 Lakh,1025000
Hyundai Creta 1.6 CRDi SX Plus,52000,Diesel,Manual,1,2018,1498,7,10.25 Lakh,1025000
Mahindra TUV 300 T10,27000,Diesel,Manual,1,2018,1497,5,9.70 Lakh,970000
Honda BR-V i-DTEC V MT,47000,Diesel,Manual,1,2018,1498,5,9.65 Lakh,965000
Tata Nexon 1.5 Revotorq XZ Plus,42000,Diesel,Manual,2,2019,1591,5,9.55 Lakh,955000
Honda WR-V i-DTEC VX,42000,Diesel,Manual,1,2018,1598,5,9.30 Lakh,930000
Hyundai Creta 1.6 VTVT SX Plus,48000,Petrol,Manual,1,2016,1198,5,8.95 Lakh,895000
Maruti SX4 S Cross DDiS 320 Zeta,59000,Diesel,Manual,1,2017,1493,7,8.55 Lakh,855000
Tata Nexon 1.2 Revotron XM,27000,Petrol,Manual,1,2019,999,7,8.35 Lakh,835000
Mahindra TUV 300 T8,44000,Diesel,Manual,1,2016,1248,7,8 Lakh,800000
Renault Triber RXZ EASY-R AMT,5000,Petrol,Automatic,1,2021,1498,5,8 Lakh,800000
Maruti Ertiga ZDI,78000,Diesel,Manual,1,2013,1497,7,7.40 Lakh,740000
Ford Ecosport 1.5 TDCi Titanium Plus BE BSIV,57000,Diesel,Manual,1,2016,999,5,7 Lakh,700000
Honda Mobilio V Option i-VTEC,48000,Petrol,Manual,2,2014,1498,5,6.05 Lakh,605000
Ford Ecosport 1.0 Ecoboost Titanium Optional,56000,Petrol,Manual,1,2014,1461,5,5.90 Lakh,590000
Volkswagen Vento 1.5 TDI Highline,15000,Diesel,Manual,1,2013,1497,5,5.50 Lakh,550000
Renault Duster 110PS Diesel RXZ Optional with Nav,77000,Diesel,Manual,2,2012,2179,5,5.65 Lakh,565000
Honda City i-VTEC V,60000,Petrol,Manual,1,2018,1198,5,8.50 Lakh,850000
Land Rover Range Rover Evoque 2.2L Pure,65000,Diesel,Automatic,2,2013,1199,5,20 Lakh,2000000
Honda Jazz X,61985,Petrol,Manual,1,2012,1197,5,3.90 Lakh,390000
Honda Amaze V Petrol BSIV,19000,Petrol,Manual,1,2019,1199,5,8.20 Lakh,820000
Maruti Swift Dzire VXI 1.2,30000,Petrol,Manual,1,2019,1197,5,7.50 Lakh,750000
Honda Jazz 1.2 S i VTEC,41000,Petrol,Manual,1,2018,1197,5,7 Lakh,700000
